
=== TestCase1 case1\fail1\basic-1 Fail execution 1 ===
{traceId=3915a9264c21ddce, spanId=3915a9264c21ddce, hostName=ts-travel-service, srcName=null, src=null, host=ts-travel-service, clock={"ts-travel-service":1}, event=ts-travel-service.TravelController.query, type=sr, parentId=, timestamp=1516884046070000, }
{traceId=acc47873eaeeab81, spanId=4da4e0dd2bbda538, hostName=ts-basic-service, srcName=ts-station-service, src=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":35,"ts-price-service":2,"ts-travel-service":16,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":18,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":22,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":11,"ts-order-other-service":2}, event=ts-basic-service.BasicController.queryForStationId, type=cr, parentId=3e0690a9dd2a2d88, timestamp=1516884478189500, }
{traceId=acc47873eaeeab81, spanId=3e0690a9dd2a2d88, hostName=ts-basic-service, destName=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":36,"ts-price-service":2,"ts-travel-service":16,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":18,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":22,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":11,"ts-order-other-service":2}, dest=ts-ticketinfo-service, event=ts-basic-service.BasicController.queryForStationId, type=ss, parentId=6694b428aa0c225f, timestamp=1516884478190500, }
{traceId=acc47873eaeeab81, spanId=3e0690a9dd2a2d88, hostName=ts-ticketinfo-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":36,"ts-price-service":2,"ts-travel-service":16,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":18,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":23,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":11,"ts-order-other-service":2}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cr, parentId=6694b428aa0c225f, timestamp=1516884478192500, }
{traceId=acc47873eaeeab81, spanId=6694b428aa0c225f, hostName=ts-ticketinfo-service, destName=ts-travel-service, host=ts-ticketinfo-service, clock={"ts-basic-service":36,"ts-price-service":2,"ts-travel-service":16,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":18,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":24,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":11,"ts-order-other-service":2}, dest=ts-travel-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=ss, parentId=6df15807ac7d9902, timestamp=1516884478193500, }
{traceId=acc47873eaeeab81, spanId=6694b428aa0c225f, hostName=ts-travel-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-travel-service, clock={"ts-basic-service":36,"ts-price-service":2,"ts-travel-service":17,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":18,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":24,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":11,"ts-order-other-service":2}, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=cr, parentId=6df15807ac7d9902, timestamp=1516884478195000, }
{traceId=acc47873eaeeab81, spanId=de7c1868966ae603, hostName=ts-travel-service, destName=ts-ticketinfo-service, host=ts-travel-service, clock={"ts-basic-service":36,"ts-price-service":2,"ts-travel-service":18,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":18,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":24,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":11,"ts-order-other-service":2}, dest=ts-ticketinfo-service, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=cs, parentId=6df15807ac7d9902, timestamp=1516884478196000, }
{traceId=acc47873eaeeab81, spanId=de7c1868966ae603, hostName=ts-ticketinfo-service, srcName=ts-travel-service, src=ts-travel-service, host=ts-ticketinfo-service, clock={"ts-basic-service":36,"ts-price-service":2,"ts-travel-service":18,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":18,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":25,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":11,"ts-order-other-service":2}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=sr, parentId=6df15807ac7d9902, timestamp=1516884478198000, }
{traceId=acc47873eaeeab81, spanId=01c4cf925c26b436, hostName=ts-ticketinfo-service, destName=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":36,"ts-price-service":2,"ts-travel-service":18,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":18,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":26,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":11,"ts-order-other-service":2}, dest=ts-basic-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cs, parentId=de7c1868966ae603, timestamp=1516884478200000, }
{traceId=acc47873eaeeab81, spanId=01c4cf925c26b436, hostName=ts-basic-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":37,"ts-price-service":2,"ts-travel-service":18,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":18,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":26,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":11,"ts-order-other-service":2}, event=ts-basic-service.BasicController.queryForStationId, type=sr, parentId=de7c1868966ae603, timestamp=1516884478203000, }
{traceId=acc47873eaeeab81, spanId=edf604000fb1ae79, hostName=ts-basic-service, destName=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":38,"ts-price-service":2,"ts-travel-service":18,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":18,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":26,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":11,"ts-order-other-service":2}, dest=ts-station-service, event=ts-basic-service.BasicController.queryForStationId, type=cs, parentId=01c4cf925c26b436, timestamp=1516884478205000, }
{traceId=acc47873eaeeab81, spanId=1856adcb5568ecc9, hostName=ts-preserve-service, destName=ts-sso-service, host=ts-preserve-service, clock={"ts-click-twice":5,"ts-contacts-service":4,"ts-order-service":2,"ts-sso-service":4,"ts-preserve-service":12,"ts-security-service":6,"ts-order-other-service":2}, dest=ts-sso-service, event=ts-preserve-service.PreserveServiceImpl.preserve, type=cs, parentId=29ff685dcc6f51d1, timestamp=1516884478206500, }
{traceId=acc47873eaeeab81, spanId=1856adcb5568ecc9, hostName=ts-sso-service, srcName=ts-preserve-service, src=ts-preserve-service, host=ts-sso-service, clock={"ts-click-twice":5,"ts-contacts-service":4,"ts-order-service":2,"ts-sso-service":5,"ts-preserve-service":12,"ts-security-service":6,"ts-order-other-service":2}, event=ts-sso-service.AccountSsoController.verifyLoginToken, type=sr, parentId=29ff685dcc6f51d1, timestamp=1516884478208500, }
{traceId=acc47873eaeeab81, spanId=edf604000fb1ae79, hostName=ts-station-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":38,"ts-price-service":2,"ts-travel-service":18,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":19,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":26,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":11,"ts-order-other-service":2}, event=ts-station-service.StationController.queryForId, type=sr, parentId=01c4cf925c26b436, timestamp=1516884478209000, }
{traceId=acc47873eaeeab81, spanId=edf604000fb1ae79, hostName=ts-station-service, destName=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":38,"ts-price-service":2,"ts-travel-service":18,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":26,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":11,"ts-order-other-service":2}, dest=ts-basic-service, event=ts-station-service.StationController.queryForId, type=ss, parentId=01c4cf925c26b436, timestamp=1516884478212000, }
{traceId=acc47873eaeeab81, spanId=1856adcb5568ecc9, hostName=ts-sso-service, destName=ts-preserve-service, host=ts-sso-service, clock={"ts-click-twice":5,"ts-contacts-service":4,"ts-order-service":2,"ts-sso-service":6,"ts-preserve-service":12,"ts-security-service":6,"ts-order-other-service":2}, dest=ts-preserve-service, event=ts-sso-service.AccountSsoController.verifyLoginToken, type=ss, parentId=29ff685dcc6f51d1, timestamp=1516884478214500, }
{traceId=acc47873eaeeab81, spanId=edf604000fb1ae79, hostName=ts-basic-service, srcName=ts-station-service, src=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":39,"ts-price-service":2,"ts-travel-service":18,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":26,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":11,"ts-order-other-service":2}, event=ts-basic-service.BasicController.queryForStationId, type=cr, parentId=01c4cf925c26b436, timestamp=1516884478216000, }
{traceId=acc47873eaeeab81, spanId=1856adcb5568ecc9, hostName=ts-preserve-service, srcName=ts-sso-service, src=ts-sso-service, host=ts-preserve-service, clock={"ts-click-twice":5,"ts-contacts-service":4,"ts-order-service":2,"ts-sso-service":6,"ts-preserve-service":13,"ts-security-service":6,"ts-order-other-service":2}, event=ts-preserve-service.PreserveServiceImpl.preserve, type=cr, parentId=29ff685dcc6f51d1, timestamp=1516884478216500, }
{traceId=acc47873eaeeab81, spanId=01c4cf925c26b436, hostName=ts-basic-service, destName=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":18,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":26,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":11,"ts-order-other-service":2}, dest=ts-ticketinfo-service, event=ts-basic-service.BasicController.queryForStationId, type=ss, parentId=de7c1868966ae603, timestamp=1516884478218000, }
{traceId=acc47873eaeeab81, spanId=9511bee59a4602d8, hostName=ts-preserve-service, destName=ts-security-service, host=ts-preserve-service, clock={"ts-click-twice":5,"ts-contacts-service":4,"ts-order-service":2,"ts-sso-service":6,"ts-preserve-service":14,"ts-security-service":6,"ts-order-other-service":2}, dest=ts-security-service, event=ts-preserve-service.PreserveServiceImpl.preserve, type=cs, parentId=29ff685dcc6f51d1, timestamp=1516884478218500, }
{traceId=acc47873eaeeab81, spanId=01c4cf925c26b436, hostName=ts-ticketinfo-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":18,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":27,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":11,"ts-order-other-service":2}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cr, parentId=de7c1868966ae603, timestamp=1516884478221000, }
{traceId=acc47873eaeeab81, spanId=9511bee59a4602d8, hostName=ts-security-service, srcName=ts-preserve-service, src=ts-preserve-service, host=ts-security-service, clock={"ts-click-twice":5,"ts-contacts-service":4,"ts-order-service":2,"ts-sso-service":6,"ts-preserve-service":14,"ts-security-service":7,"ts-order-other-service":2}, event=ts-security-service.SecurityController.check, type=sr, parentId=29ff685dcc6f51d1, timestamp=1516884478221500, }
{traceId=acc47873eaeeab81, spanId=de7c1868966ae603, hostName=ts-ticketinfo-service, destName=ts-travel-service, host=ts-ticketinfo-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":18,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":28,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":11,"ts-order-other-service":2}, dest=ts-travel-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=ss, parentId=6df15807ac7d9902, timestamp=1516884478222000, }
{traceId=acc47873eaeeab81, spanId=de7c1868966ae603, hostName=ts-travel-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-travel-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":19,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":28,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":11,"ts-order-other-service":2}, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=cr, parentId=6df15807ac7d9902, timestamp=1516884478224000, }
{traceId=acc47873eaeeab81, spanId=0000c8f94a4b4b15, hostName=ts-travel-service, destName=ts-seat-service, host=ts-travel-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":20,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":28,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":11,"ts-order-other-service":2}, dest=ts-seat-service, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=cs, parentId=6df15807ac7d9902, timestamp=1516884478227000, }
{traceId=acc47873eaeeab81, spanId=0000c8f94a4b4b15, hostName=ts-seat-service, srcName=ts-travel-service, src=ts-travel-service, host=ts-seat-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":20,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":28,"ts-seat-service":1,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":11,"ts-order-other-service":2}, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=sr, parentId=6df15807ac7d9902, timestamp=1516884478229500, }
{traceId=acc47873eaeeab81, spanId=067e64344a61e84b, hostName=ts-security-service, destName=ts-order-service, host=ts-security-service, clock={"ts-click-twice":5,"ts-contacts-service":4,"ts-order-service":2,"ts-sso-service":6,"ts-preserve-service":14,"ts-security-service":8,"ts-order-other-service":2}, dest=ts-order-service, event=ts-security-service.SecurityController.check, type=cs, parentId=9511bee59a4602d8, timestamp=1516884478230500, }
{traceId=acc47873eaeeab81, spanId=0288f016206fd0a2, hostName=ts-seat-service, destName=ts-travel-service, host=ts-seat-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":20,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":28,"ts-seat-service":2,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":11,"ts-order-other-service":2}, dest=ts-travel-service, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cs, parentId=0000c8f94a4b4b15, timestamp=1516884478232500, }
{traceId=acc47873eaeeab81, spanId=0288f016206fd0a2, hostName=ts-travel-service, srcName=ts-seat-service, src=ts-seat-service, host=ts-travel-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":21,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":28,"ts-seat-service":2,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":11,"ts-order-other-service":2}, event=ts-travel-service.TravelController.getRouteByTripId, type=sr, parentId=0000c8f94a4b4b15, timestamp=1516884478234000, }
{traceId=acc47873eaeeab81, spanId=067e64344a61e84b, hostName=ts-order-service, srcName=ts-security-service, src=ts-security-service, host=ts-order-service, clock={"ts-basic-service":24,"ts-price-service":2,"ts-travel-service":10,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":12,"ts-route-service":4,"ts-security-service":8,"ts-click-twice":5,"ts-ticketinfo-service":12,"ts-order-service":5,"ts-sso-service":6,"ts-preserve-service":14,"ts-order-other-service":2}, event=ts-order-service.OrderController.securityInfoCheck, type=sr, parentId=9511bee59a4602d8, timestamp=1516884478236000, }
{traceId=acc47873eaeeab81, spanId=e53740ce0257d086, hostName=ts-travel-service, destName=ts-route-service, host=ts-travel-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":22,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":4,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":28,"ts-seat-service":2,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":11,"ts-order-other-service":2}, dest=ts-route-service, event=ts-travel-service.TravelController.getRouteByTripId, type=cs, parentId=0288f016206fd0a2, timestamp=1516884478238000, }
{traceId=acc47873eaeeab81, spanId=e53740ce0257d086, hostName=ts-route-service, srcName=ts-travel-service, src=ts-travel-service, host=ts-route-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":22,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":5,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":28,"ts-seat-service":2,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":11,"ts-order-other-service":2}, event=ts-route-service.RouteController.queryById, type=sr, parentId=0288f016206fd0a2, timestamp=1516884478240000, }
{traceId=acc47873eaeeab81, spanId=e53740ce0257d086, hostName=ts-route-service, destName=ts-travel-service, host=ts-route-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":22,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":28,"ts-seat-service":2,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":11,"ts-order-other-service":2}, dest=ts-travel-service, event=ts-route-service.RouteController.queryById, type=ss, parentId=0288f016206fd0a2, timestamp=1516884478245000, }
{traceId=acc47873eaeeab81, spanId=e53740ce0257d086, hostName=ts-travel-service, srcName=ts-route-service, src=ts-route-service, host=ts-travel-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":23,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":28,"ts-seat-service":2,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":11,"ts-order-other-service":2}, event=ts-travel-service.TravelController.getRouteByTripId, type=cr, parentId=0288f016206fd0a2, timestamp=1516884478247000, }
{traceId=acc47873eaeeab81, spanId=0288f016206fd0a2, hostName=ts-travel-service, destName=ts-seat-service, host=ts-travel-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":24,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":28,"ts-seat-service":2,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":11,"ts-order-other-service":2}, dest=ts-seat-service, event=ts-travel-service.TravelController.getRouteByTripId, type=ss, parentId=0000c8f94a4b4b15, timestamp=1516884478250000, }
{traceId=acc47873eaeeab81, spanId=067e64344a61e84b, hostName=ts-order-service, destName=ts-security-service, host=ts-order-service, clock={"ts-basic-service":24,"ts-price-service":2,"ts-travel-service":10,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":12,"ts-route-service":4,"ts-security-service":8,"ts-click-twice":5,"ts-ticketinfo-service":12,"ts-order-service":6,"ts-sso-service":6,"ts-preserve-service":14,"ts-order-other-service":2}, dest=ts-security-service, event=ts-order-service.OrderController.securityInfoCheck, type=ss, parentId=9511bee59a4602d8, timestamp=1516884478250000, }
{traceId=acc47873eaeeab81, spanId=0288f016206fd0a2, hostName=ts-seat-service, srcName=ts-travel-service, src=ts-travel-service, host=ts-seat-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":24,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":28,"ts-seat-service":3,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":11,"ts-order-other-service":2}, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cr, parentId=0000c8f94a4b4b15, timestamp=1516884478251500, }
{traceId=acc47873eaeeab81, spanId=a31c27739f198865, hostName=ts-seat-service, destName=ts-order-service, host=ts-seat-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":24,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-click-twice":5,"ts-ticketinfo-service":28,"ts-seat-service":4,"ts-order-service":4,"ts-sso-service":4,"ts-preserve-service":11,"ts-order-other-service":2}, dest=ts-order-service, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cs, parentId=0000c8f94a4b4b15, timestamp=1516884478253500, }
{traceId=acc47873eaeeab81, spanId=067e64344a61e84b, hostName=ts-security-service, srcName=ts-order-service, src=ts-order-service, host=ts-security-service, clock={"ts-basic-service":24,"ts-price-service":2,"ts-travel-service":10,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":12,"ts-route-service":4,"ts-security-service":9,"ts-click-twice":5,"ts-ticketinfo-service":12,"ts-order-service":6,"ts-sso-service":6,"ts-preserve-service":14,"ts-order-other-service":2}, event=ts-security-service.SecurityController.check, type=cr, parentId=9511bee59a4602d8, timestamp=1516884478255500, }
{traceId=acc47873eaeeab81, spanId=a31c27739f198865, hostName=ts-order-service, srcName=ts-seat-service, src=ts-seat-service, host=ts-order-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":24,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":8,"ts-click-twice":5,"ts-ticketinfo-service":28,"ts-seat-service":4,"ts-order-service":7,"ts-sso-service":6,"ts-preserve-service":14,"ts-order-other-service":2}, event=ts-order-service.OrderController.getTicketListByDateAndTripId, type=sr, parentId=0000c8f94a4b4b15, timestamp=1516884478257500, }
{traceId=acc47873eaeeab81, spanId=2e566cfd679f4335, hostName=ts-security-service, destName=ts-order-other-service, host=ts-security-service, clock={"ts-basic-service":24,"ts-price-service":2,"ts-travel-service":10,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":12,"ts-route-service":4,"ts-security-service":10,"ts-click-twice":5,"ts-ticketinfo-service":12,"ts-order-service":6,"ts-sso-service":6,"ts-preserve-service":14,"ts-order-other-service":2}, dest=ts-order-other-service, event=ts-security-service.SecurityController.check, type=cs, parentId=9511bee59a4602d8, timestamp=1516884478258500, }
{traceId=acc47873eaeeab81, spanId=2e566cfd679f4335, hostName=ts-order-other-service, srcName=ts-security-service, src=ts-security-service, host=ts-order-other-service, clock={"ts-basic-service":24,"ts-price-service":2,"ts-travel-service":10,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":12,"ts-route-service":4,"ts-security-service":10,"ts-click-twice":5,"ts-ticketinfo-service":12,"ts-order-service":6,"ts-sso-service":6,"ts-preserve-service":14,"ts-order-other-service":3}, event=ts-order-other-service.OrderOtherController.securityInfoCheck, type=sr, parentId=9511bee59a4602d8, timestamp=1516884478265000, }
{traceId=acc47873eaeeab81, spanId=2e566cfd679f4335, hostName=ts-order-other-service, destName=ts-security-service, host=ts-order-other-service, clock={"ts-basic-service":24,"ts-price-service":2,"ts-travel-service":10,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":12,"ts-route-service":4,"ts-security-service":10,"ts-click-twice":5,"ts-ticketinfo-service":12,"ts-order-service":6,"ts-sso-service":6,"ts-preserve-service":14,"ts-order-other-service":4}, dest=ts-security-service, event=ts-order-other-service.OrderOtherController.securityInfoCheck, type=ss, parentId=9511bee59a4602d8, timestamp=1516884478278000, }
{traceId=acc47873eaeeab81, spanId=a31c27739f198865, hostName=ts-order-service, destName=ts-seat-service, host=ts-order-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":24,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":8,"ts-click-twice":5,"ts-ticketinfo-service":28,"ts-seat-service":4,"ts-order-service":8,"ts-sso-service":6,"ts-preserve-service":14,"ts-order-other-service":2}, dest=ts-seat-service, event=ts-order-service.OrderController.getTicketListByDateAndTripId, type=ss, parentId=0000c8f94a4b4b15, timestamp=1516884478282500, }
{traceId=acc47873eaeeab81, spanId=2e566cfd679f4335, hostName=ts-security-service, srcName=ts-order-other-service, src=ts-order-other-service, host=ts-security-service, clock={"ts-basic-service":24,"ts-price-service":2,"ts-travel-service":10,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":12,"ts-route-service":4,"ts-security-service":11,"ts-click-twice":5,"ts-ticketinfo-service":12,"ts-order-service":6,"ts-sso-service":6,"ts-preserve-service":14,"ts-order-other-service":4}, event=ts-security-service.SecurityController.check, type=cr, parentId=9511bee59a4602d8, timestamp=1516884478284500, }
{traceId=acc47873eaeeab81, spanId=a31c27739f198865, hostName=ts-seat-service, srcName=ts-order-service, src=ts-order-service, host=ts-seat-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":24,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":8,"ts-click-twice":5,"ts-ticketinfo-service":28,"ts-seat-service":5,"ts-order-service":8,"ts-sso-service":6,"ts-preserve-service":14,"ts-order-other-service":2}, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cr, parentId=0000c8f94a4b4b15, timestamp=1516884478286500, }
{traceId=acc47873eaeeab81, spanId=c33082123be513b8, hostName=ts-seat-service, destName=ts-travel-service, host=ts-seat-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":24,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":8,"ts-click-twice":5,"ts-ticketinfo-service":28,"ts-seat-service":6,"ts-order-service":8,"ts-sso-service":6,"ts-preserve-service":14,"ts-order-other-service":2}, dest=ts-travel-service, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cs, parentId=0000c8f94a4b4b15, timestamp=1516884478287500, }
{traceId=acc47873eaeeab81, spanId=c33082123be513b8, hostName=ts-travel-service, srcName=ts-seat-service, src=ts-seat-service, host=ts-travel-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":25,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":8,"ts-click-twice":5,"ts-ticketinfo-service":28,"ts-seat-service":6,"ts-order-service":8,"ts-sso-service":6,"ts-preserve-service":14,"ts-order-other-service":2}, event=ts-travel-service.TravelController.getTrainTypeByTripId, type=sr, parentId=0000c8f94a4b4b15, timestamp=1516884478289500, }
{traceId=acc47873eaeeab81, spanId=a12267626430285e, hostName=ts-travel-service, destName=ts-train-service, host=ts-travel-service, clock={"ts-basic-service":40,"ts-price-service":2,"ts-travel-service":26,"ts-train-service":2,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":8,"ts-click-twice":5,"ts-ticketinfo-service":28,"ts-seat-service":6,"ts-order-service":8,"ts-sso-service":6,"ts-preserve-service":14,"ts-order-other-service":2}, dest=ts-train-service, event=ts-travel-service.TravelController.getTrainTypeByTripId, type=cs, parentId=c33082123be513b8, timestamp=1516884478295500, }
