
=== TestCase4 case4\fail1\basic-2 Fail execution 1 ===
{traceId=9f55c4d229fbe72a, spanId=9f55c4d229fbe72a, hostName=ts-preserve-other-service, srcName=null, src=null, host=ts-preserve-other-service, clock={"ts-preserve-other-service":1}, event=ts-preserve-other-service.PreserveOtherController.preserve, type=sr, parentId=, timestamp=1516794220591000, }
{traceId=9f55c4d229fbe72a, spanId=2be22b281642172f, hostName=ts-seat-service, destName=ts-travel2-service, host=ts-seat-service, clock={"ts-basic-service":40,"ts-config-service":2,"ts-travel2-service":28,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":28,"ts-preserve-other-service":8,"ts-seat-service":10,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, dest=ts-travel2-service, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=ss, parentId=e237de3d1a54fd2e, timestamp=1516794221069500, }
{traceId=9f55c4d229fbe72a, spanId=2be22b281642172f, hostName=ts-travel2-service, srcName=ts-seat-service, src=ts-seat-service, host=ts-travel2-service, clock={"ts-basic-service":40,"ts-config-service":2,"ts-travel2-service":29,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":28,"ts-preserve-other-service":8,"ts-seat-service":10,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, event=ts-travel2-service.Travel2Controller.getTripAllDetailInfo, type=cr, parentId=e237de3d1a54fd2e, timestamp=1516794221073500, }
{traceId=9f55c4d229fbe72a, spanId=5007eca521b4a9d3, hostName=ts-travel2-service, destName=ts-ticketinfo-service, host=ts-travel2-service, clock={"ts-basic-service":40,"ts-config-service":2,"ts-travel2-service":30,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":28,"ts-preserve-other-service":8,"ts-seat-service":10,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, dest=ts-ticketinfo-service, event=ts-travel2-service.Travel2Controller.getTripAllDetailInfo, type=cs, parentId=e237de3d1a54fd2e, timestamp=1516794221074500, }
{traceId=9f55c4d229fbe72a, spanId=5007eca521b4a9d3, hostName=ts-ticketinfo-service, srcName=ts-travel2-service, src=ts-travel2-service, host=ts-ticketinfo-service, clock={"ts-basic-service":40,"ts-config-service":2,"ts-travel2-service":30,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":29,"ts-preserve-other-service":8,"ts-seat-service":10,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=sr, parentId=e237de3d1a54fd2e, timestamp=1516794221076500, }
{traceId=9f55c4d229fbe72a, spanId=f5de98f25e214e97, hostName=ts-ticketinfo-service, destName=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":40,"ts-config-service":2,"ts-travel2-service":30,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":30,"ts-preserve-other-service":8,"ts-seat-service":10,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, dest=ts-basic-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cs, parentId=5007eca521b4a9d3, timestamp=1516794221078500, }
{traceId=9f55c4d229fbe72a, spanId=f5de98f25e214e97, hostName=ts-basic-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":41,"ts-config-service":2,"ts-travel2-service":30,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":30,"ts-preserve-other-service":8,"ts-seat-service":10,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, event=ts-basic-service.BasicController.queryForStationId, type=sr, parentId=5007eca521b4a9d3, timestamp=1516794221080000, }
{traceId=9f55c4d229fbe72a, spanId=cd9050ff6620df88, hostName=ts-basic-service, destName=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":42,"ts-config-service":2,"ts-travel2-service":30,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":20,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":30,"ts-preserve-other-service":8,"ts-seat-service":10,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, dest=ts-station-service, event=ts-basic-service.BasicController.queryForStationId, type=cs, parentId=f5de98f25e214e97, timestamp=1516794221082000, }
{traceId=9f55c4d229fbe72a, spanId=cd9050ff6620df88, hostName=ts-station-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":42,"ts-config-service":2,"ts-travel2-service":30,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":21,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":30,"ts-preserve-other-service":8,"ts-seat-service":10,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, event=ts-station-service.StationController.queryForId, type=sr, parentId=f5de98f25e214e97, timestamp=1516794221083500, }
{traceId=9f55c4d229fbe72a, spanId=cd9050ff6620df88, hostName=ts-station-service, destName=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":42,"ts-config-service":2,"ts-travel2-service":30,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":22,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":30,"ts-preserve-other-service":8,"ts-seat-service":10,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, dest=ts-basic-service, event=ts-station-service.StationController.queryForId, type=ss, parentId=f5de98f25e214e97, timestamp=1516794221086500, }
{traceId=9f55c4d229fbe72a, spanId=cd9050ff6620df88, hostName=ts-basic-service, srcName=ts-station-service, src=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":43,"ts-config-service":2,"ts-travel2-service":30,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":22,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":30,"ts-preserve-other-service":8,"ts-seat-service":10,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, event=ts-basic-service.BasicController.queryForStationId, type=cr, parentId=f5de98f25e214e97, timestamp=1516794221088000, }
{traceId=9f55c4d229fbe72a, spanId=f5de98f25e214e97, hostName=ts-basic-service, destName=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":44,"ts-config-service":2,"ts-travel2-service":30,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":22,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":30,"ts-preserve-other-service":8,"ts-seat-service":10,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, dest=ts-ticketinfo-service, event=ts-basic-service.BasicController.queryForStationId, type=ss, parentId=5007eca521b4a9d3, timestamp=1516794221089000, }
{traceId=9f55c4d229fbe72a, spanId=f5de98f25e214e97, hostName=ts-ticketinfo-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":44,"ts-config-service":2,"ts-travel2-service":30,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":22,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":31,"ts-preserve-other-service":8,"ts-seat-service":10,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cr, parentId=5007eca521b4a9d3, timestamp=1516794221090500, }
{traceId=9f55c4d229fbe72a, spanId=5007eca521b4a9d3, hostName=ts-ticketinfo-service, destName=ts-travel2-service, host=ts-ticketinfo-service, clock={"ts-basic-service":44,"ts-config-service":2,"ts-travel2-service":30,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":22,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":32,"ts-preserve-other-service":8,"ts-seat-service":10,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, dest=ts-travel2-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=ss, parentId=e237de3d1a54fd2e, timestamp=1516794221091500, }
{traceId=9f55c4d229fbe72a, spanId=5007eca521b4a9d3, hostName=ts-travel2-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-travel2-service, clock={"ts-basic-service":44,"ts-config-service":2,"ts-travel2-service":31,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":22,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":32,"ts-preserve-other-service":8,"ts-seat-service":10,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, event=ts-travel2-service.Travel2Controller.getTripAllDetailInfo, type=cr, parentId=e237de3d1a54fd2e, timestamp=1516794221093500, }
{traceId=9f55c4d229fbe72a, spanId=9e5c2b26c284096f, hostName=ts-travel2-service, destName=ts-ticketinfo-service, host=ts-travel2-service, clock={"ts-basic-service":44,"ts-config-service":2,"ts-travel2-service":32,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":22,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":32,"ts-preserve-other-service":8,"ts-seat-service":10,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, dest=ts-ticketinfo-service, event=ts-travel2-service.Travel2Controller.getTripAllDetailInfo, type=cs, parentId=e237de3d1a54fd2e, timestamp=1516794221094500, }
{traceId=9f55c4d229fbe72a, spanId=9e5c2b26c284096f, hostName=ts-ticketinfo-service, srcName=ts-travel2-service, src=ts-travel2-service, host=ts-ticketinfo-service, clock={"ts-basic-service":44,"ts-config-service":2,"ts-travel2-service":32,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":22,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":33,"ts-preserve-other-service":8,"ts-seat-service":10,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=sr, parentId=e237de3d1a54fd2e, timestamp=1516794221096500, }
{traceId=9f55c4d229fbe72a, spanId=e9c3c195b1ac49c6, hostName=ts-ticketinfo-service, destName=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":44,"ts-config-service":2,"ts-travel2-service":32,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":22,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":34,"ts-preserve-other-service":8,"ts-seat-service":10,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, dest=ts-basic-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cs, parentId=9e5c2b26c284096f, timestamp=1516794221097500, }
{traceId=9f55c4d229fbe72a, spanId=e9c3c195b1ac49c6, hostName=ts-basic-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":45,"ts-config-service":2,"ts-travel2-service":32,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":22,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":34,"ts-preserve-other-service":8,"ts-seat-service":10,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, event=ts-basic-service.BasicController.queryForStationId, type=sr, parentId=9e5c2b26c284096f, timestamp=1516794221099500, }
{traceId=9f55c4d229fbe72a, spanId=a00221eb9a994ad8, hostName=ts-basic-service, destName=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":46,"ts-config-service":2,"ts-travel2-service":32,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":22,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":34,"ts-preserve-other-service":8,"ts-seat-service":10,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, dest=ts-station-service, event=ts-basic-service.BasicController.queryForStationId, type=cs, parentId=e9c3c195b1ac49c6, timestamp=1516794221101500, }
{traceId=9f55c4d229fbe72a, spanId=a00221eb9a994ad8, hostName=ts-station-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":46,"ts-config-service":2,"ts-travel2-service":32,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":23,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":34,"ts-preserve-other-service":8,"ts-seat-service":10,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, event=ts-station-service.StationController.queryForId, type=sr, parentId=e9c3c195b1ac49c6, timestamp=1516794221103500, }
{traceId=9f55c4d229fbe72a, spanId=a00221eb9a994ad8, hostName=ts-station-service, destName=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":46,"ts-config-service":2,"ts-travel2-service":32,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":24,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":34,"ts-preserve-other-service":8,"ts-seat-service":10,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, dest=ts-basic-service, event=ts-station-service.StationController.queryForId, type=ss, parentId=e9c3c195b1ac49c6, timestamp=1516794221106500, }
{traceId=9f55c4d229fbe72a, spanId=a00221eb9a994ad8, hostName=ts-basic-service, srcName=ts-station-service, src=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":47,"ts-config-service":2,"ts-travel2-service":32,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":24,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":34,"ts-preserve-other-service":8,"ts-seat-service":10,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, event=ts-basic-service.BasicController.queryForStationId, type=cr, parentId=e9c3c195b1ac49c6, timestamp=1516794221108500, }
{traceId=9f55c4d229fbe72a, spanId=e9c3c195b1ac49c6, hostName=ts-basic-service, destName=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":48,"ts-config-service":2,"ts-travel2-service":32,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":24,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":34,"ts-preserve-other-service":8,"ts-seat-service":10,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, dest=ts-ticketinfo-service, event=ts-basic-service.BasicController.queryForStationId, type=ss, parentId=9e5c2b26c284096f, timestamp=1516794221109500, }
{traceId=9f55c4d229fbe72a, spanId=e9c3c195b1ac49c6, hostName=ts-ticketinfo-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":48,"ts-config-service":2,"ts-travel2-service":32,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":24,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":35,"ts-preserve-other-service":8,"ts-seat-service":10,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cr, parentId=9e5c2b26c284096f, timestamp=1516794221111500, }
{traceId=9f55c4d229fbe72a, spanId=9e5c2b26c284096f, hostName=ts-ticketinfo-service, destName=ts-travel2-service, host=ts-ticketinfo-service, clock={"ts-basic-service":48,"ts-config-service":2,"ts-travel2-service":32,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":24,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":36,"ts-preserve-other-service":8,"ts-seat-service":10,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, dest=ts-travel2-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=ss, parentId=e237de3d1a54fd2e, timestamp=1516794221112500, }
{traceId=9f55c4d229fbe72a, spanId=9e5c2b26c284096f, hostName=ts-travel2-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-travel2-service, clock={"ts-basic-service":48,"ts-config-service":2,"ts-travel2-service":33,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":24,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":36,"ts-preserve-other-service":8,"ts-seat-service":10,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, event=ts-travel2-service.Travel2Controller.getTripAllDetailInfo, type=cr, parentId=e237de3d1a54fd2e, timestamp=1516794221114500, }
{traceId=9f55c4d229fbe72a, spanId=786daea2545d9173, hostName=ts-travel2-service, destName=ts-seat-service, host=ts-travel2-service, clock={"ts-basic-service":48,"ts-config-service":2,"ts-travel2-service":34,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":24,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":36,"ts-preserve-other-service":8,"ts-seat-service":10,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, dest=ts-seat-service, event=ts-travel2-service.Travel2Controller.getTripAllDetailInfo, type=cs, parentId=e237de3d1a54fd2e, timestamp=1516794221115500, }
{traceId=9f55c4d229fbe72a, spanId=786daea2545d9173, hostName=ts-seat-service, srcName=ts-travel2-service, src=ts-travel2-service, host=ts-seat-service, clock={"ts-basic-service":48,"ts-config-service":2,"ts-travel2-service":34,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":24,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":36,"ts-preserve-other-service":8,"ts-seat-service":11,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=sr, parentId=e237de3d1a54fd2e, timestamp=1516794221117500, }
{traceId=9f55c4d229fbe72a, spanId=021710078a102b35, hostName=ts-seat-service, destName=ts-travel2-service, host=ts-seat-service, clock={"ts-basic-service":48,"ts-config-service":2,"ts-travel2-service":34,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":24,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":36,"ts-preserve-other-service":8,"ts-seat-service":12,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, dest=ts-travel2-service, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cs, parentId=786daea2545d9173, timestamp=1516794221120500, }
{traceId=9f55c4d229fbe72a, spanId=021710078a102b35, hostName=ts-travel2-service, srcName=ts-seat-service, src=ts-seat-service, host=ts-travel2-service, clock={"ts-basic-service":48,"ts-config-service":2,"ts-travel2-service":35,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":24,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":36,"ts-preserve-other-service":8,"ts-seat-service":12,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, event=ts-travel2-service.Travel2Controller.getRouteByTripId, type=sr, parentId=786daea2545d9173, timestamp=1516794221122000, }
{traceId=9f55c4d229fbe72a, spanId=4b6a76b647af99b1, hostName=ts-travel2-service, destName=ts-route-service, host=ts-travel2-service, clock={"ts-basic-service":48,"ts-config-service":2,"ts-travel2-service":36,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":24,"ts-route-service":6,"ts-security-service":6,"ts-ticketinfo-service":36,"ts-preserve-other-service":8,"ts-seat-service":12,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, dest=ts-route-service, event=ts-travel2-service.Travel2Controller.getRouteByTripId, type=cs, parentId=021710078a102b35, timestamp=1516794221126000, }
{traceId=9f55c4d229fbe72a, spanId=4b6a76b647af99b1, hostName=ts-route-service, srcName=ts-travel2-service, src=ts-travel2-service, host=ts-route-service, clock={"ts-basic-service":48,"ts-config-service":2,"ts-travel2-service":36,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":24,"ts-route-service":7,"ts-security-service":6,"ts-ticketinfo-service":36,"ts-preserve-other-service":8,"ts-seat-service":12,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, event=ts-route-service.RouteController.queryById, type=sr, parentId=021710078a102b35, timestamp=1516794221128000, }
{traceId=9f55c4d229fbe72a, spanId=4b6a76b647af99b1, hostName=ts-route-service, destName=ts-travel2-service, host=ts-route-service, clock={"ts-basic-service":48,"ts-config-service":2,"ts-travel2-service":36,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":24,"ts-route-service":8,"ts-security-service":6,"ts-ticketinfo-service":36,"ts-preserve-other-service":8,"ts-seat-service":12,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, dest=ts-travel2-service, event=ts-route-service.RouteController.queryById, type=ss, parentId=021710078a102b35, timestamp=1516794221132000, }
{traceId=9f55c4d229fbe72a, spanId=4b6a76b647af99b1, hostName=ts-travel2-service, srcName=ts-route-service, src=ts-route-service, host=ts-travel2-service, clock={"ts-basic-service":48,"ts-config-service":2,"ts-travel2-service":37,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":24,"ts-route-service":8,"ts-security-service":6,"ts-ticketinfo-service":36,"ts-preserve-other-service":8,"ts-seat-service":12,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, event=ts-travel2-service.Travel2Controller.getRouteByTripId, type=cr, parentId=021710078a102b35, timestamp=1516794221134000, }
{traceId=9f55c4d229fbe72a, spanId=021710078a102b35, hostName=ts-travel2-service, destName=ts-seat-service, host=ts-travel2-service, clock={"ts-basic-service":48,"ts-config-service":2,"ts-travel2-service":38,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":24,"ts-route-service":8,"ts-security-service":6,"ts-ticketinfo-service":36,"ts-preserve-other-service":8,"ts-seat-service":12,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, dest=ts-seat-service, event=ts-travel2-service.Travel2Controller.getRouteByTripId, type=ss, parentId=786daea2545d9173, timestamp=1516794221135000, }
{traceId=9f55c4d229fbe72a, spanId=021710078a102b35, hostName=ts-seat-service, srcName=ts-travel2-service, src=ts-travel2-service, host=ts-seat-service, clock={"ts-basic-service":48,"ts-config-service":2,"ts-travel2-service":38,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":24,"ts-route-service":8,"ts-security-service":6,"ts-ticketinfo-service":36,"ts-preserve-other-service":8,"ts-seat-service":13,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cr, parentId=786daea2545d9173, timestamp=1516794221136500, }
{traceId=9f55c4d229fbe72a, spanId=71bfde760a8e98dd, hostName=ts-seat-service, destName=ts-order-other-service, host=ts-seat-service, clock={"ts-basic-service":48,"ts-config-service":2,"ts-travel2-service":38,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":24,"ts-route-service":8,"ts-security-service":6,"ts-ticketinfo-service":36,"ts-preserve-other-service":8,"ts-seat-service":14,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":6}, dest=ts-order-other-service, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cs, parentId=786daea2545d9173, timestamp=1516794221138500, }
{traceId=9f55c4d229fbe72a, spanId=71bfde760a8e98dd, hostName=ts-order-other-service, srcName=ts-seat-service, src=ts-seat-service, host=ts-order-other-service, clock={"ts-basic-service":48,"ts-config-service":2,"ts-travel2-service":38,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":24,"ts-route-service":8,"ts-security-service":6,"ts-ticketinfo-service":36,"ts-preserve-other-service":8,"ts-seat-service":14,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":7}, event=ts-order-other-service.OrderOtherController.getTicketListByDateAndTripId, type=sr, parentId=786daea2545d9173, timestamp=1516794221140500, }
{traceId=9f55c4d229fbe72a, spanId=71bfde760a8e98dd, hostName=ts-order-other-service, destName=ts-seat-service, host=ts-order-other-service, clock={"ts-basic-service":48,"ts-config-service":2,"ts-travel2-service":38,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":24,"ts-route-service":8,"ts-security-service":6,"ts-ticketinfo-service":36,"ts-preserve-other-service":8,"ts-seat-service":14,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, dest=ts-seat-service, event=ts-order-other-service.OrderOtherController.getTicketListByDateAndTripId, type=ss, parentId=786daea2545d9173, timestamp=1516794221147500, }
{traceId=9f55c4d229fbe72a, spanId=71bfde760a8e98dd, hostName=ts-seat-service, srcName=ts-order-other-service, src=ts-order-other-service, host=ts-seat-service, clock={"ts-basic-service":48,"ts-config-service":2,"ts-travel2-service":38,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":24,"ts-route-service":8,"ts-security-service":6,"ts-ticketinfo-service":36,"ts-preserve-other-service":8,"ts-seat-service":15,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cr, parentId=786daea2545d9173, timestamp=1516794221149500, }
{traceId=9f55c4d229fbe72a, spanId=bf9218f22bce559b, hostName=ts-seat-service, destName=ts-travel2-service, host=ts-seat-service, clock={"ts-basic-service":48,"ts-config-service":2,"ts-travel2-service":38,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":24,"ts-route-service":8,"ts-security-service":6,"ts-ticketinfo-service":36,"ts-preserve-other-service":8,"ts-seat-service":16,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, dest=ts-travel2-service, event=ts-seat-service.SeatController.getLeftTicketOfInterval, type=cs, parentId=786daea2545d9173, timestamp=1516794221150500, }
{traceId=9f55c4d229fbe72a, spanId=bf9218f22bce559b, hostName=ts-travel2-service, srcName=ts-seat-service, src=ts-seat-service, host=ts-travel2-service, clock={"ts-basic-service":48,"ts-config-service":2,"ts-travel2-service":39,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":24,"ts-route-service":8,"ts-security-service":6,"ts-ticketinfo-service":36,"ts-preserve-other-service":8,"ts-seat-service":16,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, event=ts-travel2-service.Travel2Controller.getTrainTypeByTripId, type=sr, parentId=786daea2545d9173, timestamp=1516794221152000, }
{traceId=9f55c4d229fbe72a, spanId=53c51a9806b1f2c0, hostName=ts-travel2-service, destName=ts-train-service, host=ts-travel2-service, clock={"ts-basic-service":48,"ts-config-service":2,"ts-travel2-service":40,"ts-price-service":2,"ts-train-service":4,"ts-contacts-service":4,"ts-station-service":24,"ts-route-service":8,"ts-security-service":6,"ts-ticketinfo-service":36,"ts-preserve-other-service":8,"ts-seat-service":16,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, dest=ts-train-service, event=ts-travel2-service.Travel2Controller.getTrainTypeByTripId, type=cs, parentId=bf9218f22bce559b, timestamp=1516794221157000, }
{traceId=9f55c4d229fbe72a, spanId=53c51a9806b1f2c0, hostName=ts-train-service, srcName=ts-travel2-service, src=ts-travel2-service, host=ts-train-service, clock={"ts-basic-service":48,"ts-config-service":2,"ts-travel2-service":40,"ts-price-service":2,"ts-train-service":5,"ts-contacts-service":4,"ts-station-service":24,"ts-route-service":8,"ts-security-service":6,"ts-ticketinfo-service":36,"ts-preserve-other-service":8,"ts-seat-service":16,"ts-order-service":2,"ts-sso-service":4,"ts-order-other-service":8}, event=ts-train-service.TrainController.retrieve, type=sr, parentId=bf9218f22bce559b, timestamp=1516794221158500, }
