
=== TestCase6 case6\fail1\basic-1 Fail execution 1 ===
{traceId=40156a4cd7d186a0, spanId=40156a4cd7d186a0, hostName=ts-travel-service, srcName=null, src=null, host=ts-travel-service, clock={"ts-travel-service":1}, event=ts-travel-service.TravelController.query, type=sr, parentId=, timestamp=1516932902045000, }
{traceId=6bb2a7a1ea9ebdf4, spanId=70716ada3bb9be11, hostName=ts-preserve-service, srcName=ts-security-service, src=ts-security-service, host=ts-preserve-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":54,"ts-train-service":12,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":12,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":40,"ts-seat-service":28,"ts-order-service":16,"ts-sso-service":10,"ts-preserve-service":31,"ts-order-other-service":4}, event=ts-preserve-service.PreserveServiceImpl.preserve, type=cr, parentId=30bd02ffceaa9e6b, timestamp=1516932725588500, }
{traceId=6bb2a7a1ea9ebdf4, spanId=e51dba2b542e7a15, hostName=ts-preserve-service, destName=ts-contacts-service, host=ts-preserve-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":54,"ts-train-service":12,"ts-contacts-service":4,"ts-station-service":36,"ts-route-service":12,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":40,"ts-seat-service":28,"ts-order-service":16,"ts-sso-service":10,"ts-preserve-service":32,"ts-order-other-service":4}, dest=ts-contacts-service, event=ts-preserve-service.PreserveServiceImpl.preserve, type=cs, parentId=30bd02ffceaa9e6b, timestamp=1516932725590500, }
{traceId=6bb2a7a1ea9ebdf4, spanId=e51dba2b542e7a15, hostName=ts-contacts-service, srcName=ts-preserve-service, src=ts-preserve-service, host=ts-contacts-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":54,"ts-train-service":12,"ts-contacts-service":5,"ts-station-service":36,"ts-route-service":12,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":40,"ts-seat-service":28,"ts-order-service":16,"ts-sso-service":10,"ts-preserve-service":32,"ts-order-other-service":4}, event=ts-contacts-service.FuckContactsController.getContactsByContactsId, type=sr, parentId=30bd02ffceaa9e6b, timestamp=1516932725592500, }
{traceId=6bb2a7a1ea9ebdf4, spanId=25db93fb30fc5ccf, hostName=ts-contacts-service, destName=ts-sso-service, host=ts-contacts-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":54,"ts-train-service":12,"ts-contacts-service":6,"ts-station-service":36,"ts-route-service":12,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":40,"ts-seat-service":28,"ts-order-service":16,"ts-sso-service":10,"ts-preserve-service":32,"ts-order-other-service":4}, dest=ts-sso-service, event=ts-contacts-service.FuckContactsController.getContactsByContactsId, type=cs, parentId=e51dba2b542e7a15, timestamp=1516932725595500, }
{traceId=6bb2a7a1ea9ebdf4, spanId=25db93fb30fc5ccf, hostName=ts-sso-service, srcName=ts-contacts-service, src=ts-contacts-service, host=ts-sso-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":54,"ts-train-service":12,"ts-contacts-service":6,"ts-station-service":36,"ts-route-service":12,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":40,"ts-seat-service":28,"ts-order-service":16,"ts-sso-service":11,"ts-preserve-service":32,"ts-order-other-service":4}, event=ts-sso-service.AccountSsoController.verifyLoginToken, type=sr, parentId=e51dba2b542e7a15, timestamp=1516932725597000, }
{traceId=6bb2a7a1ea9ebdf4, spanId=25db93fb30fc5ccf, hostName=ts-sso-service, destName=ts-contacts-service, host=ts-sso-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":54,"ts-train-service":12,"ts-contacts-service":6,"ts-station-service":36,"ts-route-service":12,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":40,"ts-seat-service":28,"ts-order-service":16,"ts-sso-service":12,"ts-preserve-service":32,"ts-order-other-service":4}, dest=ts-contacts-service, event=ts-sso-service.AccountSsoController.verifyLoginToken, type=ss, parentId=e51dba2b542e7a15, timestamp=1516932725603000, }
{traceId=6bb2a7a1ea9ebdf4, spanId=25db93fb30fc5ccf, hostName=ts-contacts-service, srcName=ts-sso-service, src=ts-sso-service, host=ts-contacts-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":54,"ts-train-service":12,"ts-contacts-service":7,"ts-station-service":36,"ts-route-service":12,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":40,"ts-seat-service":28,"ts-order-service":16,"ts-sso-service":12,"ts-preserve-service":32,"ts-order-other-service":4}, event=ts-contacts-service.FuckContactsController.getContactsByContactsId, type=cr, parentId=e51dba2b542e7a15, timestamp=1516932725604500, }
{traceId=6bb2a7a1ea9ebdf4, spanId=e51dba2b542e7a15, hostName=ts-contacts-service, destName=ts-preserve-service, host=ts-contacts-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":54,"ts-train-service":12,"ts-contacts-service":8,"ts-station-service":36,"ts-route-service":12,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":40,"ts-seat-service":28,"ts-order-service":16,"ts-sso-service":12,"ts-preserve-service":32,"ts-order-other-service":4}, dest=ts-preserve-service, event=ts-contacts-service.FuckContactsController.getContactsByContactsId, type=ss, parentId=30bd02ffceaa9e6b, timestamp=1516932725608500, }
{traceId=6bb2a7a1ea9ebdf4, spanId=e51dba2b542e7a15, hostName=ts-preserve-service, srcName=ts-contacts-service, src=ts-contacts-service, host=ts-preserve-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":54,"ts-train-service":12,"ts-contacts-service":8,"ts-station-service":36,"ts-route-service":12,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":40,"ts-seat-service":28,"ts-order-service":16,"ts-sso-service":12,"ts-preserve-service":33,"ts-order-other-service":4}, event=ts-preserve-service.PreserveServiceImpl.preserve, type=cr, parentId=30bd02ffceaa9e6b, timestamp=1516932725610500, }
{traceId=6bb2a7a1ea9ebdf4, spanId=4317dd93b8084032, hostName=ts-preserve-service, destName=ts-travel-service, host=ts-preserve-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":54,"ts-train-service":12,"ts-contacts-service":8,"ts-station-service":36,"ts-route-service":12,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":40,"ts-seat-service":28,"ts-order-service":16,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-travel-service, event=ts-preserve-service.PreserveServiceImpl.preserve, type=cs, parentId=30bd02ffceaa9e6b, timestamp=1516932725611500, }
{traceId=6bb2a7a1ea9ebdf4, spanId=4317dd93b8084032, hostName=ts-travel-service, srcName=ts-preserve-service, src=ts-preserve-service, host=ts-travel-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":55,"ts-train-service":12,"ts-contacts-service":8,"ts-station-service":36,"ts-route-service":12,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":40,"ts-seat-service":28,"ts-order-service":16,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=sr, parentId=30bd02ffceaa9e6b, timestamp=1516932725612500, }
{traceId=6bb2a7a1ea9ebdf4, spanId=cd29d3da216c511b, hostName=ts-travel-service, destName=ts-ticketinfo-service, host=ts-travel-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":56,"ts-train-service":12,"ts-contacts-service":8,"ts-station-service":36,"ts-route-service":12,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":40,"ts-seat-service":28,"ts-order-service":16,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-ticketinfo-service, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=cs, parentId=4317dd93b8084032, timestamp=1516932725617500, }
{traceId=6bb2a7a1ea9ebdf4, spanId=cd29d3da216c511b, hostName=ts-ticketinfo-service, srcName=ts-travel-service, src=ts-travel-service, host=ts-ticketinfo-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":56,"ts-train-service":12,"ts-contacts-service":8,"ts-station-service":36,"ts-route-service":12,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":41,"ts-seat-service":28,"ts-order-service":16,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=sr, parentId=4317dd93b8084032, timestamp=1516932725620000, }
{traceId=6bb2a7a1ea9ebdf4, spanId=27e84ec45435d195, hostName=ts-ticketinfo-service, destName=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":64,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":56,"ts-train-service":12,"ts-contacts-service":8,"ts-station-service":36,"ts-route-service":12,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":42,"ts-seat-service":28,"ts-order-service":16,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-basic-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cs, parentId=cd29d3da216c511b, timestamp=1516932725622000, }
{traceId=6bb2a7a1ea9ebdf4, spanId=27e84ec45435d195, hostName=ts-basic-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":65,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":56,"ts-train-service":12,"ts-contacts-service":8,"ts-station-service":36,"ts-route-service":12,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":42,"ts-seat-service":28,"ts-order-service":16,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-basic-service.BasicController.queryForStationId, type=sr, parentId=cd29d3da216c511b, timestamp=1516932725623000, }
{traceId=6bb2a7a1ea9ebdf4, spanId=d7244524e5e52170, hostName=ts-basic-service, destName=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":66,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":56,"ts-train-service":12,"ts-contacts-service":8,"ts-station-service":36,"ts-route-service":12,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":42,"ts-seat-service":28,"ts-order-service":16,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-station-service, event=ts-basic-service.BasicController.queryForStationId, type=cs, parentId=27e84ec45435d195, timestamp=1516932725624000, }
{traceId=6bb2a7a1ea9ebdf4, spanId=d7244524e5e52170, hostName=ts-station-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":66,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":56,"ts-train-service":12,"ts-contacts-service":8,"ts-station-service":37,"ts-route-service":12,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":42,"ts-seat-service":28,"ts-order-service":16,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-station-service.StationController.queryForId, type=sr, parentId=27e84ec45435d195, timestamp=1516932725625500, }
{traceId=6bb2a7a1ea9ebdf4, spanId=d7244524e5e52170, hostName=ts-station-service, destName=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":66,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":56,"ts-train-service":12,"ts-contacts-service":8,"ts-station-service":38,"ts-route-service":12,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":42,"ts-seat-service":28,"ts-order-service":16,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-basic-service, event=ts-station-service.StationController.queryForId, type=ss, parentId=27e84ec45435d195, timestamp=1516932725629500, }
{traceId=6bb2a7a1ea9ebdf4, spanId=d7244524e5e52170, hostName=ts-basic-service, srcName=ts-station-service, src=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":67,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":56,"ts-train-service":12,"ts-contacts-service":8,"ts-station-service":38,"ts-route-service":12,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":42,"ts-seat-service":28,"ts-order-service":16,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-basic-service.BasicController.queryForStationId, type=cr, parentId=27e84ec45435d195, timestamp=1516932725631000, }
{traceId=6bb2a7a1ea9ebdf4, spanId=27e84ec45435d195, hostName=ts-basic-service, destName=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":68,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":56,"ts-train-service":12,"ts-contacts-service":8,"ts-station-service":38,"ts-route-service":12,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":42,"ts-seat-service":28,"ts-order-service":16,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-ticketinfo-service, event=ts-basic-service.BasicController.queryForStationId, type=ss, parentId=cd29d3da216c511b, timestamp=1516932725633000, }
{traceId=6bb2a7a1ea9ebdf4, spanId=27e84ec45435d195, hostName=ts-ticketinfo-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":68,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":56,"ts-train-service":12,"ts-contacts-service":8,"ts-station-service":38,"ts-route-service":12,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":43,"ts-seat-service":28,"ts-order-service":16,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cr, parentId=cd29d3da216c511b, timestamp=1516932725634000, }
{traceId=6bb2a7a1ea9ebdf4, spanId=cd29d3da216c511b, hostName=ts-ticketinfo-service, destName=ts-travel-service, host=ts-ticketinfo-service, clock={"ts-basic-service":68,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":56,"ts-train-service":12,"ts-contacts-service":8,"ts-station-service":38,"ts-route-service":12,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":44,"ts-seat-service":28,"ts-order-service":16,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-travel-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=ss, parentId=4317dd93b8084032, timestamp=1516932725635000, }
{traceId=6bb2a7a1ea9ebdf4, spanId=cd29d3da216c511b, hostName=ts-travel-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-travel-service, clock={"ts-basic-service":68,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":57,"ts-train-service":12,"ts-contacts-service":8,"ts-station-service":38,"ts-route-service":12,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":44,"ts-seat-service":28,"ts-order-service":16,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=cr, parentId=4317dd93b8084032, timestamp=1516932725637500, }
{traceId=6bb2a7a1ea9ebdf4, spanId=bf365f657e1e1128, hostName=ts-travel-service, destName=ts-ticketinfo-service, host=ts-travel-service, clock={"ts-basic-service":68,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":58,"ts-train-service":12,"ts-contacts-service":8,"ts-station-service":38,"ts-route-service":12,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":44,"ts-seat-service":28,"ts-order-service":16,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-ticketinfo-service, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=cs, parentId=4317dd93b8084032, timestamp=1516932725638500, }
{traceId=6bb2a7a1ea9ebdf4, spanId=bf365f657e1e1128, hostName=ts-ticketinfo-service, srcName=ts-travel-service, src=ts-travel-service, host=ts-ticketinfo-service, clock={"ts-basic-service":68,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":58,"ts-train-service":12,"ts-contacts-service":8,"ts-station-service":38,"ts-route-service":12,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":45,"ts-seat-service":28,"ts-order-service":16,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=sr, parentId=4317dd93b8084032, timestamp=1516932725639500, }
{traceId=6bb2a7a1ea9ebdf4, spanId=ebd5d7b5d4c52b76, hostName=ts-ticketinfo-service, destName=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":68,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":58,"ts-train-service":12,"ts-contacts-service":8,"ts-station-service":38,"ts-route-service":12,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":46,"ts-seat-service":28,"ts-order-service":16,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-basic-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cs, parentId=bf365f657e1e1128, timestamp=1516932725640500, }
{traceId=6bb2a7a1ea9ebdf4, spanId=ebd5d7b5d4c52b76, hostName=ts-basic-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":69,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":58,"ts-train-service":12,"ts-contacts-service":8,"ts-station-service":38,"ts-route-service":12,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":46,"ts-seat-service":28,"ts-order-service":16,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-basic-service.BasicController.queryForStationId, type=sr, parentId=bf365f657e1e1128, timestamp=1516932725643000, }
{traceId=6bb2a7a1ea9ebdf4, spanId=d1a8327bf8ed9f42, hostName=ts-basic-service, destName=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":70,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":58,"ts-train-service":12,"ts-contacts-service":8,"ts-station-service":38,"ts-route-service":12,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":46,"ts-seat-service":28,"ts-order-service":16,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-station-service, event=ts-basic-service.BasicController.queryForStationId, type=cs, parentId=ebd5d7b5d4c52b76, timestamp=1516932725645000, }
{traceId=6bb2a7a1ea9ebdf4, spanId=d1a8327bf8ed9f42, hostName=ts-station-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":70,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":58,"ts-train-service":12,"ts-contacts-service":8,"ts-station-service":39,"ts-route-service":12,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":46,"ts-seat-service":28,"ts-order-service":16,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-station-service.StationController.queryForId, type=sr, parentId=ebd5d7b5d4c52b76, timestamp=1516932725646000, }
{traceId=6bb2a7a1ea9ebdf4, spanId=d1a8327bf8ed9f42, hostName=ts-station-service, destName=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":70,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":58,"ts-train-service":12,"ts-contacts-service":8,"ts-station-service":40,"ts-route-service":12,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":46,"ts-seat-service":28,"ts-order-service":16,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-basic-service, event=ts-station-service.StationController.queryForId, type=ss, parentId=ebd5d7b5d4c52b76, timestamp=1516932725650000, }
{traceId=6bb2a7a1ea9ebdf4, spanId=d1a8327bf8ed9f42, hostName=ts-basic-service, srcName=ts-station-service, src=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":71,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":58,"ts-train-service":12,"ts-contacts-service":8,"ts-station-service":40,"ts-route-service":12,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":46,"ts-seat-service":28,"ts-order-service":16,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-basic-service.BasicController.queryForStationId, type=cr, parentId=ebd5d7b5d4c52b76, timestamp=1516932725651000, }
{traceId=6bb2a7a1ea9ebdf4, spanId=ebd5d7b5d4c52b76, hostName=ts-basic-service, destName=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":72,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":58,"ts-train-service":12,"ts-contacts-service":8,"ts-station-service":40,"ts-route-service":12,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":46,"ts-seat-service":28,"ts-order-service":16,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-ticketinfo-service, event=ts-basic-service.BasicController.queryForStationId, type=ss, parentId=bf365f657e1e1128, timestamp=1516932725652000, }
{traceId=6bb2a7a1ea9ebdf4, spanId=ebd5d7b5d4c52b76, hostName=ts-ticketinfo-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":72,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":58,"ts-train-service":12,"ts-contacts-service":8,"ts-station-service":40,"ts-route-service":12,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":47,"ts-seat-service":28,"ts-order-service":16,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cr, parentId=bf365f657e1e1128, timestamp=1516932725654500, }
{traceId=6bb2a7a1ea9ebdf4, spanId=bf365f657e1e1128, hostName=ts-ticketinfo-service, destName=ts-travel-service, host=ts-ticketinfo-service, clock={"ts-basic-service":72,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":58,"ts-train-service":12,"ts-contacts-service":8,"ts-station-service":40,"ts-route-service":12,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":48,"ts-seat-service":28,"ts-order-service":16,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-travel-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=ss, parentId=4317dd93b8084032, timestamp=1516932725656500, }
{traceId=6bb2a7a1ea9ebdf4, spanId=bf365f657e1e1128, hostName=ts-travel-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-travel-service, clock={"ts-basic-service":72,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":59,"ts-train-service":12,"ts-contacts-service":8,"ts-station-service":40,"ts-route-service":12,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":48,"ts-seat-service":28,"ts-order-service":16,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=cr, parentId=4317dd93b8084032, timestamp=1516932725657500, }
{traceId=6bb2a7a1ea9ebdf4, spanId=a927e957acfdd751, hostName=ts-travel-service, destName=ts-route-service, host=ts-travel-service, clock={"ts-basic-service":72,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":60,"ts-train-service":12,"ts-contacts-service":8,"ts-station-service":40,"ts-route-service":12,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":48,"ts-seat-service":28,"ts-order-service":16,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-route-service, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=cs, parentId=4317dd93b8084032, timestamp=1516932725659500, }
{traceId=6bb2a7a1ea9ebdf4, spanId=a927e957acfdd751, hostName=ts-route-service, srcName=ts-travel-service, src=ts-travel-service, host=ts-route-service, clock={"ts-basic-service":72,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":60,"ts-train-service":12,"ts-contacts-service":8,"ts-station-service":40,"ts-route-service":13,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":48,"ts-seat-service":28,"ts-order-service":16,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-route-service.RouteController.queryById, type=sr, parentId=4317dd93b8084032, timestamp=1516932725661000, }
{traceId=6bb2a7a1ea9ebdf4, spanId=a927e957acfdd751, hostName=ts-route-service, destName=ts-travel-service, host=ts-route-service, clock={"ts-basic-service":72,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":60,"ts-train-service":12,"ts-contacts-service":8,"ts-station-service":40,"ts-route-service":14,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":48,"ts-seat-service":28,"ts-order-service":16,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-travel-service, event=ts-route-service.RouteController.queryById, type=ss, parentId=4317dd93b8084032, timestamp=1516932725666000, }
{traceId=6bb2a7a1ea9ebdf4, spanId=a927e957acfdd751, hostName=ts-travel-service, srcName=ts-route-service, src=ts-route-service, host=ts-travel-service, clock={"ts-basic-service":72,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":61,"ts-train-service":12,"ts-contacts-service":8,"ts-station-service":40,"ts-route-service":14,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":48,"ts-seat-service":28,"ts-order-service":16,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=cr, parentId=4317dd93b8084032, timestamp=1516932725667500, }
{traceId=6bb2a7a1ea9ebdf4, spanId=3ef7ea7dc03bc30c, hostName=ts-travel-service, destName=ts-ticketinfo-service, host=ts-travel-service, clock={"ts-basic-service":72,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":62,"ts-train-service":12,"ts-contacts-service":8,"ts-station-service":40,"ts-route-service":14,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":48,"ts-seat-service":28,"ts-order-service":16,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, dest=ts-ticketinfo-service, event=ts-travel-service.TravelController.getTripAllDetailInfo, type=cs, parentId=4317dd93b8084032, timestamp=1516932725668500, }
{traceId=6bb2a7a1ea9ebdf4, spanId=3ef7ea7dc03bc30c, hostName=ts-ticketinfo-service, srcName=ts-travel-service, src=ts-travel-service, host=ts-ticketinfo-service, clock={"ts-basic-service":72,"ts-config-service":4,"ts-price-service":4,"ts-travel-service":62,"ts-train-service":12,"ts-contacts-service":8,"ts-station-service":40,"ts-route-service":14,"ts-notification-service":2,"ts-security-service":12,"ts-click-twice":5,"ts-ticketinfo-service":49,"ts-seat-service":28,"ts-order-service":16,"ts-sso-service":12,"ts-preserve-service":34,"ts-order-other-service":4}, event=ts-ticketinfo-service.TicketInfoController.queryForTravel, type=sr, parentId=4317dd93b8084032, timestamp=1516932725671000, }
